StockCode,Recency,Frequency,Monetary,R,F,M,RFM_Score,LoyalCustomer,Predicted_LoyalCustomer
22835,1,663,19734.81,1,4,4,9,1,1
22837,75,180,5820.2300000000005,4,4,4,12,1,1
22838,1,182,11436.71,1,4,4,9,1,1
22839,2,211,7220.87,2,4,4,10,1,1
22840,1,286,7085.64,1,4,4,9,1,1
22841,2,222,4213.07,2,4,4,10,1,1
22842,4,176,3950.6600000000003,3,4,4,11,1,1
22843,5,134,2978.77,3,3,4,10,1,1
22844,1,424,9914.62,1,4,4,9,1,1
22845,1,325,5491.38,1,4,4,9,1,1
22846,2,296,11093.32,2,4,4,10,1,1
22847,1,407,15101.14,1,4,4,9,1,1
22848,40,136,5401.849999999999,4,3,4,11,1,1
22849,51,137,5295.88,4,3,4,11,1,1
22851,2,352,2386.49,2,4,4,10,1,1
22852,1,127,1779.1299999999999,1,3,3,7,0,0
22853,1,117,1675.46,1,3,3,7,0,0
22854,79,164,3723.37,4,3,4,11,1,1
22855,101,238,3319.23,4,4,4,12,1,1
22856,20,29,755.82,3,2,3,8,0,0
22857,46,61,977.7599999999999,4,2,3,9,1,1
22858,64,139,1882.2299999999998,4,3,3,10,1,1
22859,24,164,2065.77,3,3,3,9,1,1
22860,21,109,1057.37,3,3,3,9,1,1
22861,232,50,522.93,4,2,2,8,0,0
22862,318,66,843.95,4,3,3,10,1,1
22863,4,112,2114.98,3,3,3,9,1,1
22865,1,665,18168.08,1,4,4,9,1,1
22866,1,553,14619.720000000001,1,4,4,9,1,1
22867,1,560,14189.990000000002,1,4,4,9,1,1
22868,18,20,146.6,3,2,2,7,0,0
22869,10,45,248.09,3,2,2,7,0,0
22870,10,39,242.24,3,2,2,7,0,0
22871,23,25,163.35,3,2,2,7,0,0
22872,2,30,177.46,2,2,2,6,0,0
22873,14,26,145.5,3,2,2,7,0,0
22874,30,21,150.81,3,2,2,7,0,0
22875,2,25,149.09,2,2,2,6,0,0
22876,73,20,138.81,4,2,2,8,0,0
22877,66,20,140.06,4,2,2,8,0,0
22878,23,34,206.29,3,2,2,7,0,0
22879,66,16,102.46,4,1,1,6,0,0
22880,25,32,200.59,3,2,2,7,0,0
22881,1,34,197.56,1,2,2,5,0,0
22882,4,43,215.65,3,2,2,7,0,0
22883,4,33,193.43,3,2,2,7,0,0
22884,10,36,194.04999999999998,3,2,2,7,0,0
22885,1,29,174.73,1,2,2,5,0,0
22886,8,25,146.43,3,2,2,7,0,0
22887,4,23,126.78,3,2,1,6,0,0
22888,1,21,124.97999999999999,1,2,1,4,0,0
22889,5,33,272.2,3,2,2,7,0,0
22890,1,177,4267.82,1,4,4,9,1,1
22891,1,186,2252.68,1,4,3,8,0,0
22892,18,216,3144.29,3,4,4,11,1,1
22893,2,147,939.8399999999999,2,3,3,8,0,0
22894,1,122,3027.3799999999997,1,3,4,8,0,0
22895,1,285,6367.65,1,4,4,9,1,1
22896,1,290,4109.66,1,4,4,9,1,1
22897,1,216,2076.9,1,4,3,8,0,0
22898,1,365,5174.32,1,4,4,9,1,1
22899,1,316,4339.030000000001,1,4,4,9,1,1
22900,1,544,15528.53,1,4,4,9,1,1
22902,1,138,2700.48,1,3,4,8,0,0
22903,1,59,550.6,1,2,2,5,0,0
22904,23,272,5484.960000000001,3,4,4,11,1,1
22905,1,110,1505.24,1,3,3,7,0,0
22906,1,252,2961.0699999999997,1,4,4,9,1,1
22907,1,676,5726.099999999999,1,4,4,9,1,1
22908,1,377,3576.38,1,4,4,9,1,1
22909,1,617,8245.72,1,4,4,9,1,1
22910,1,832,33804.79,1,4,4,9,1,1
22911,5,97,1378.74,3,3,3,9,1,1
22912,11,102,1372.0900000000001,3,3,3,9,1,1
22913,4,114,1692.95,3,3,3,9,1,1
22914,1,158,2290.9100000000003,1,3,3,7,0,0
22915,1,188,1444.22,1,4,3,8,0,0
22916,1,238,1323.96,1,4,3,8,0,0
22917,1,241,1352.5700000000002,1,4,3,8,0,0
22918,1,239,1286.4,1,4,3,8,0,0
22919,1,241,1232.26,1,4,3,8,0,0
22920,1,244,2996.9900000000002,1,4,4,9,1,1
22921,1,210,1191.92,1,4,3,8,0,0
22922,1,107,1606.1999999999998,1,3,3,7,0,0
22923,1,86,1274.9699999999998,1,3,3,7,0,0
22924,1,92,1410.1499999999999,1,3,3,7,0,0
22925,43,187,2811.02,4,4,4,12,1,1
22926,214,201,3763.9500000000003,4,4,4,12,1,1
22927,5,155,2788.01,3,3,4,10,1,1
22928,1,119,2029.45,1,3,3,7,0,0
22929,44,15,1394.75,4,1,3,8,0,0
22930,1,190,3050.95,1,4,4,9,1,1
22931,1,129,1968.4,1,3,3,7,0,0
22932,1,74,2263.6800000000003,1,3,3,7,0,0
22933,4,124,2923.7200000000003,3,3,4,10,1,1
22934,28,79,1716.3200000000002,3,3,3,9,1,1
22935,1,66,2264.82,1,3,3,7,0,0
22936,1,51,1093.97,1,2,3,6,0,0
22937,3,162,2601.49,2,3,4,9,1,1
22938,1,190,4605.63,1,4,4,9,1,1
22939,4,127,2476.82,3,3,4,10,1,1
22940,1,326,8053.5,1,4,4,9,1,1
22941,1,331,14242.17,1,4,4,9,1,1
22942,1,164,5073.39,1,3,4,8,0,0
22943,1,220,6950.67,1,4,4,9,1,1
22944,2,113,1849.5700000000002,2,3,3,8,0,0
22945,2,177,3219.7,2,4,4,10,1,1
22946,1,144,7284.92,1,3,4,8,0,0
22947,9,141,8787.16,3,3,4,10,1,1
22948,1,138,1615.1899999999998,1,3,3,7,0,0
22949,3,107,1455.25,2,3,3,8,0,0
22950,33,189,7546.65,4,4,4,12,1,1
22951,1,442,4076.55,1,4,4,9,1,1
22952,1,623,9665.12,1,4,4,9,1,1
22953,2,98,647.11,2,3,2,7,0,0
22954,15,41,248.88,3,2,2,7,0,0
22955,1,134,2070.15,1,3,3,7,0,0
22956,1,201,4275.780000000001,1,4,4,9,1,1
22957,71,218,5095.400000000001,4,4,4,12,1,1
22959,2,145,2140.42,2,3,3,8,0,0
22960,1,1219,38141.67,1,4,4,9,1,1
22961,1,1174,26086.73,1,4,4,9,1,1
22962,1,363,3367.88,1,4,4,9,1,1
22963,1,319,2869.7,1,4,4,9,1,1
22964,1,385,5510.490000000001,1,4,4,9,1,1
22965,1,241,2994.61,1,4,4,9,1,1
22966,1,672,9218.4,1,4,4,9,1,1
22967,2,142,3342.21,2,3,4,9,1,1
22968,1,199,8050.78,1,4,4,9,1,1
22969,1,654,18974.35,1,4,4,9,1,1
22970,1,320,10258.35,1,4,4,9,1,1
22971,2,277,5886.94,2,4,4,10,1,1
22972,1,237,3128.6899999999996,1,4,4,9,1,1
22973,2,149,2182.2099999999996,2,3,3,8,0,0
22974,2,211,2777.5399999999995,2,4,4,10,1,1
22975,1,187,1625.88,1,4,3,8,0,0
22976,1,145,1466.51,1,3,3,7,0,0
22977,1,136,1255.11,1,3,3,7,0,0
22978,1,250,9841.34,1,4,4,9,1,1
22979,1,386,6519.5199999999995,1,4,4,9,1,1
22980,1,297,4039.0099999999998,1,4,4,9,1,1
22981,2,107,714.28,2,3,3,8,0,0
22982,1,214,1575.02,1,4,3,8,0,0
22983,1,446,2330.36,1,4,4,9,1,1
22984,1,163,1106.17,1,3,3,7,0,0
22985,1,99,1500.44,1,3,3,7,0,0
22986,2,156,1722.6,2,3,3,8,0,0
22987,60,5,42.84,4,1,1,6,0,0
22988,1,426,11071.09,1,4,4,9,1,1
22989,1,376,9090.27,1,4,4,9,1,1
22990,1,175,3495.88,1,4,4,9,1,1
22991,1,280,8794.69,1,4,4,9,1,1
22992,1,356,11573.24,1,4,4,9,1,1
22993,1,1082,16592.23,1,4,4,9,1,1
22994,1,224,970.8,1,4,3,8,0,0
22995,1,269,1082.58,1,4,3,8,0,0
22996,1,412,2110.89,1,4,3,8,0,0
22997,1,230,1148.69,1,4,3,8,0,0
22998,1,545,5389.24,1,4,4,9,1,1
22999,1,224,1281.57,1,4,3,8,0,0
23000,1,282,1385.5,1,4,3,8,0,0
23002,1,200,979.05,1,4,3,8,0,0
23003,181,53,226.2,4,2,2,8,0,0
23004,1,225,984.22,1,4,3,8,0,0
23005,1,242,2147.97,1,4,3,8,0,0
23006,1,178,798.03,1,4,3,8,0,0
23007,1,187,7860.4,1,4,4,9,1,1
23008,1,137,6872.16,1,3,4,8,0,0
23009,1,103,4082.5199999999995,1,3,4,8,0,0
23010,6,113,4947.4,3,3,4,10,1,1
23012,1,251,4240.56,1,4,4,9,1,1
23013,1,226,3701.8100000000004,1,4,4,9,1,1
23014,1,212,3463.03,1,4,4,9,1,1
23015,15,21,404.38,3,2,2,7,0,0
23016,4,25,595.2,3,2,2,7,0,0
23017,2,23,838.78,2,2,3,7,0,0
23018,23,21,612.1600000000001,3,2,2,7,0,0
23019,2,28,629.0500000000001,2,2,2,6,0,0
23020,2,82,2265.4900000000002,2,3,3,8,0,0
23021,4,27,504.97,3,2,2,7,0,0
23022,4,24,870.5600000000001,3,2,3,8,0,0
23023,4,26,460.91999999999996,3,2,2,7,0,0
23024,25,12,672.83,3,1,2,6,0,0
23025,8,55,773.28,3,2,3,8,0,0
23026,3,64,1230.16,2,2,3,7,0,0
23027,8,30,627.95,3,2,2,7,0,0
23028,37,140,2398.58,4,3,4,11,1,1
23029,1,164,2350.12,1,3,4,8,0,0
23031,2,164,2214.9999999999995,2,3,3,8,0,0
23032,9,210,3952.68,3,4,4,11,1,1
23033,1,74,1067.6,1,3,3,7,0,0
23034,1,89,1474.77,1,3,3,7,0,0
23035,1,193,3239.14,1,4,4,9,1,1
23036,4,16,233.67000000000002,3,1,2,6,0,0
23037,1,20,325.15999999999997,1,2,2,5,0,0
23038,4,8,42.919999999999995,3,1,1,5,0,0
23039,5,29,411.40999999999997,3,2,2,7,0,0
23040,1,41,1394.03,1,2,3,6,0,0
23041,1,55,1278.0800000000002,1,2,3,6,0,0
23042,5,29,778.01,3,2,3,8,0,0
23043,4,23,543.51,3,2,2,7,0,0
23044,8,25,435.74000000000007,3,2,2,7,0,0
23045,3,26,580.98,2,2,2,6,0,0
23046,4,36,2111.4900000000002,3,2,3,8,0,0
23047,16,25,333.5,3,2,2,7,0,0
23048,1,104,2521.92,1,3,4,8,0,0
23049,8,188,3921.59,3,4,4,11,1,1
23050,1,206,4294.8,1,4,4,9,1,1
23051,1,164,3239.99,1,3,4,8,0,0
23052,1,279,5957.59,1,4,4,9,1,1
23053,1,165,3270.82,1,3,4,8,0,0
23054,1,131,2629.68,1,3,4,8,0,0
23055,18,43,2092.15,3,2,3,8,0,0
23056,16,46,4775.94,3,2,4,9,1,1
23057,18,51,2419.67,3,2,4,9,1,1
23058,3,48,430.86,2,2,2,6,0,0
23060,2,42,528.1700000000001,2,2,2,6,0,0
23061,2,118,1358.93,2,3,3,8,0,0
23064,19,33,5231.610000000001,3,2,4,9,1,1
23065,21,100,3452.44,3,3,4,10,1,1
23066,57,86,2146.06,4,3,3,10,1,1
23067,2,78,1249.1100000000001,2,3,3,8,0,0
23068,4,136,1976.89,3,3,3,9,1,1
23069,5,32,568.71,3,2,2,7,0,0
23070,3,44,709.5400000000001,2,2,3,7,0,0
23071,44,23,1689.1,4,2,3,9,1,1
23072,44,32,1657.76,4,2,3,9,1,1
23073,8,62,1731.5,3,2,3,8,0,0
23074,1,49,568.07,1,2,2,5,0,0
23075,2,86,2122.15,2,3,3,8,0,0
23076,1,279,10000.76,1,4,4,9,1,1
23077,1,347,13795.77,1,4,4,9,1,1
23078,3,259,8613.34,2,4,4,10,1,1
23079,2,113,2368.6499999999996,2,3,4,9,1,1
23080,1,264,9249.62,1,4,4,9,1,1
23081,1,142,4096.0,1,3,4,8,0,0
23082,1,303,8680.67,1,4,4,9,1,1
23083,1,249,7468.820000000001,1,4,4,9,1,1
23084,1,1009,67173.39,1,4,4,9,1,1
23085,1,83,3763.98,1,3,4,8,0,0
23086,2,48,1475.18,2,2,3,7,0,0
23087,2,70,1109.41,2,3,3,8,0,0
23088,1,79,1033.28,1,3,3,7,0,0
23089,1,232,4243.38,1,4,4,9,1,1
23090,2,150,1878.33,2,3,3,8,0,0
23091,29,213,3768.82,3,4,4,11,1,1
23092,1,144,3851.3300000000004,1,3,4,8,0,0
23093,1,144,2251.69,1,3,3,7,0,0
23094,11,81,1949.92,3,3,3,9,1,1
23096,1,146,1759.7899999999997,1,3,3,7,0,0
23099,2,62,978.5500000000001,2,2,3,7,0,0
23100,1,258,2744.38,1,4,4,9,1,1
23101,2,213,1744.61,2,4,3,9,1,1
23102,5,157,1086.6499999999999,3,3,3,9,1,1
23103,1,368,6905.5599999999995,1,4,4,9,1,1
23104,2,46,1405.42,2,2,3,7,0,0
23106,2,54,850.27,2,2,3,7,0,0
23107,1,73,1009.51,1,3,3,7,0,0
23108,1,390,13620.619999999999,1,4,4,9,1,1
23109,1,269,7117.41,1,4,4,9,1,1
23110,1,283,4451.93,1,4,4,9,1,1
23111,1,154,4122.4400000000005,1,3,4,8,0,0
23112,1,260,4754.43,1,4,4,9,1,1
23113,2,63,10671.56,2,2,4,8,0,0
23114,1,47,752.8000000000001,1,2,3,6,0,0
23115,2,45,785.1700000000001,2,2,3,7,0,0
23116,4,22,392.34000000000003,3,2,2,7,0,0
23117,3,46,506.18,2,2,2,6,0,0
23118,1,275,6282.18,1,4,4,9,1,1
23119,2,153,1424.64,2,3,3,8,0,0
23120,2,102,725.65,2,3,3,8,0,0
23121,4,111,1002.54,3,3,3,9,1,1
23122,1,135,1730.24,1,3,3,7,0,0
23123,1,97,765.3799999999999,1,3,3,7,0,0
23124,36,43,751.38,4,2,3,9,1,1
23125,10,38,574.88,3,2,2,7,0,0
23126,1,297,5635.99,1,4,4,9,1,1
23127,1,197,3828.3,1,4,4,9,1,1
23128,2,141,2318.06,2,3,4,9,1,1
23129,4,173,4003.65,3,4,4,11,1,1
23130,5,186,4026.3300000000004,3,4,4,11,1,1
23131,1,117,3865.03,1,3,4,8,0,0
23132,1,155,5242.1,1,3,4,8,0,0
23133,1,156,5533.65,1,3,4,8,0,0
23134,82,38,6431.110000000001,4,2,4,10,1,1
23135,1,45,5416.18,1,2,4,7,0,0
23136,4,49,511.89,3,2,2,7,0,0
23137,3,23,275.62,2,2,2,6,0,0
23138,4,83,1256.1599999999999,3,3,3,9,1,1
23139,2,28,547.55,2,2,2,6,0,0
23140,26,53,815.9000000000001,3,2,3,8,0,0
23141,1,25,272.91,1,2,2,5,0,0
23142,12,42,1240.3700000000001,3,2,3,8,0,0
23143,1,16,239.97,1,1,2,4,0,0
23144,1,277,4234.349999999999,1,4,4,9,1,1
23145,1,171,1989.9299999999998,1,4,3,8,0,0
23146,4,249,2819.23,3,4,4,11,1,1
23147,1,267,2776.85,1,4,4,9,1,1
23148,1,254,1831.2499999999998,1,4,3,8,0,0
23149,10,23,278.84000000000003,3,2,2,7,0,0
23150,4,50,393.24,3,2,2,7,0,0
23151,1,21,116.82000000000001,1,2,1,4,0,0
23152,5,162,2121.9,3,3,3,9,1,1
23153,1,91,1035.69,1,3,3,7,0,0
23154,2,238,6034.24,2,4,4,10,1,1
23155,1,149,2044.4399999999998,1,3,3,7,0,0
23156,1,207,3487.77,1,4,4,9,1,1
23157,5,164,5614.1,3,3,4,10,1,1
23158,1,258,5642.79,1,4,4,9,1,1
23159,11,226,4823.76,3,4,4,11,1,1
23160,2,78,1816.98,2,3,3,8,0,0
23161,2,99,2160.3,2,3,3,8,0,0
23162,2,176,5143.6900000000005,2,4,4,10,1,1
23163,1,211,4629.62,1,4,4,9,1,1
23164,2,93,2723.6,2,3,4,9,1,1
23165,1,298,5302.16,1,4,4,9,1,1
23166,1,257,159180.56,1,4,4,9,1,1
23167,1,240,4841.2,1,4,4,9,1,1
23168,1,355,4625.53,1,4,4,9,1,1
23169,3,348,7050.29,2,4,4,10,1,1
23170,1,457,12163.349999999999,1,4,4,9,1,1
23171,1,386,10198.24,1,4,4,9,1,1
23172,1,314,6515.209999999999,1,4,4,9,1,1
23173,1,429,25355.33,1,4,4,9,1,1
23174,2,339,12695.93,2,4,4,10,1,1
23175,1,340,9825.65,1,4,4,9,1,1
23176,1,236,4798.83,1,4,4,9,1,1
23177,1,272,5573.04,1,4,4,9,1,1
23178,1,71,958.37,1,3,3,7,0,0
23179,1,53,930.48,1,2,3,6,0,0
23180,1,50,626.04,1,2,2,5,0,0
23181,1,86,1766.57,1,3,3,7,0,0
23182,1,439,3729.7099999999996,1,4,4,9,1,1
23183,1,87,997.17,1,3,3,7,0,0
23184,1,268,4828.85,1,4,4,9,1,1
23185,3,31,116.88,2,2,1,5,0,0
23186,3,72,828.6999999999999,2,3,3,8,0,0
23187,36,78,711.55,4,3,3,10,1,1
23188,1,336,6474.169999999999,1,4,4,9,1,1
23189,1,142,3510.4,1,3,4,8,0,0
23190,1,204,2765.2,1,4,4,9,1,1
23191,1,283,3661.8899999999994,1,4,4,9,1,1
23192,2,347,6147.24,2,4,4,10,1,1
23193,1,181,4142.28,1,4,4,9,1,1
23194,1,222,4169.62,1,4,4,9,1,1
23196,1,301,2866.89,1,4,4,9,1,1
23197,1,256,2360.0499999999997,1,4,4,9,1,1
23198,1,489,5161.2,1,4,4,9,1,1
23199,1,999,31784.9,1,4,4,9,1,1
23200,1,601,14440.91,1,4,4,9,1,1
23201,1,920,28966.190000000002,1,4,4,9,1,1
23202,1,885,22295.27,1,4,4,9,1,1
23203,1,1248,43144.18,1,4,4,9,1,1
23204,1,591,7880.28,1,4,4,9,1,1
23205,1,475,5868.33,1,4,4,9,1,1
23206,1,1049,21009.13,1,4,4,9,1,1
23207,1,753,14019.8,1,4,4,9,1,1
23208,1,672,10607.86,1,4,4,9,1,1
23209,1,1109,21515.97,1,4,4,9,1,1
23210,1,196,3837.54,1,4,4,9,1,1
23211,1,161,2963.07,1,3,4,8,0,0
23212,1,189,2940.89,1,4,4,9,1,1
23213,1,153,2154.67,1,3,3,7,0,0
23214,2,103,1705.44,2,3,3,8,0,0
23215,1,211,7259.4400000000005,1,4,4,9,1,1
23216,2,44,630.73,2,2,2,6,0,0
23217,3,97,1613.82,2,3,3,8,0,0
23218,2,40,483.03,2,2,2,6,0,0
23219,2,61,568.6,2,2,2,6,0,0
23220,1,104,879.9399999999999,1,3,3,7,0,0
23221,1,148,1412.01,1,3,3,7,0,0
23222,1,77,738.4499999999999,1,3,3,7,0,0
23223,1,89,761.81,1,3,3,7,0,0
23224,1,73,660.64,1,3,2,6,0,0
23225,1,92,1246.7199999999998,1,3,3,7,0,0
23226,5,99,1656.67,3,3,3,9,1,1
23227,1,119,2077.56,1,3,3,7,0,0
23228,1,126,2109.76,1,3,3,7,0,0
23229,1,261,6780.6,1,4,4,9,1,1
23230,1,238,3259.92,1,4,4,9,1,1
23231,1,260,3008.34,1,4,4,9,1,1
23232,1,241,3500.34,1,4,4,9,1,1
23233,2,159,2116.0,2,3,3,8,0,0
23234,1,282,5134.6900000000005,1,4,4,9,1,1
23235,1,112,1998.15,1,3,3,7,0,0
23236,1,344,7201.58,1,4,4,9,1,1
23237,1,187,4347.89,1,4,4,9,1,1
23238,1,282,7891.160000000001,1,4,4,9,1,1
23239,1,187,3515.2900000000004,1,4,4,9,1,1
23240,1,553,17244.22,1,4,4,9,1,1
23241,1,368,4723.63,1,4,4,9,1,1
23242,2,217,3093.27,2,4,4,10,1,1
23243,1,505,24059.72,1,4,4,9,1,1
23244,1,117,1750.9299999999998,1,3,3,7,0,0
23245,1,910,31599.45,1,4,4,9,1,1
23247,1,314,6834.47,1,4,4,9,1,1
23249,2,88,1533.61,2,3,3,8,0,0
23250,1,118,1672.83,1,3,3,7,0,0
23251,1,125,2179.5,1,3,3,7,0,0
23252,1,145,2400.36,1,3,4,8,0,0
23253,2,72,3880.7599999999998,2,3,4,9,1,1
23254,1,307,7015.160000000001,1,4,4,9,1,1
23255,1,161,4138.72,1,3,4,8,0,0
23256,1,376,9013.37,1,4,4,9,1,1
23263,1,450,5243.44,1,4,4,9,1,1
23264,1,300,2695.81,1,4,4,9,1,1
23265,1,295,2442.29,1,4,4,9,1,1
23266,1,320,2772.57,1,4,4,9,1,1
23267,1,109,1591.95,1,3,3,7,0,0
23268,20,90,2036.99,3,3,3,9,1,1
23269,1,94,1163.1299999999999,1,3,3,7,0,0
23270,1,126,1668.07,1,3,3,7,0,0
23271,2,104,1499.3799999999999,2,3,3,8,0,0
23272,1,44,562.2199999999999,1,2,2,5,0,0
23273,1,116,1655.6499999999999,1,3,3,7,0,0
23274,1,122,2014.8999999999999,1,3,3,7,0,0
23275,1,329,4653.38,1,4,4,9,1,1
23280,1,158,1616.65,1,3,3,7,0,0
23281,1,101,1000.82,1,3,3,7,0,0
23282,4,135,757.86,3,3,3,9,1,1
23283,1,235,7060.83,1,4,4,9,1,1
23284,1,735,39767.89,1,4,4,9,1,1
23285,1,192,4574.110000000001,1,4,4,9,1,1
23286,2,225,4789.27,2,4,4,10,1,1
23287,1,200,1656.94,1,4,3,8,0,0
23288,2,189,4459.4,2,4,4,10,1,1
23289,2,195,2028.7,2,4,3,9,1,1
23290,1,216,2911.6000000000004,1,4,4,9,1,1
23291,1,198,2072.78,1,4,3,8,0,0
23292,1,228,2730.83,1,4,4,9,1,1
23293,1,557,7028.549999999999,1,4,4,9,1,1
23294,1,358,3641.8399999999997,1,4,4,9,1,1
23295,1,449,5089.219999999999,1,4,4,9,1,1
23296,1,384,6021.8,1,4,4,9,1,1
23297,17,165,6835.13,3,3,4,10,1,1
23298,1,1158,43665.64,1,4,4,9,1,1
23299,1,148,3814.13,1,3,4,8,0,0
23300,1,765,12047.289999999999,1,4,4,9,1,1
23301,1,924,16525.949999999997,1,4,4,9,1,1
23302,1,235,2248.8599999999997,1,4,3,8,0,0
23303,5,6,126.75,3,1,1,5,0,0
23304,4,9,138.45,3,1,2,6,0,0
23305,4,9,159.9,3,1,2,6,0,0
23306,4,279,4133.53,3,4,4,11,1,1
23307,1,634,6427.990000000001,1,4,4,9,1,1
23308,1,382,3279.21,1,4,4,9,1,1
23309,1,411,4575.6,1,4,4,9,1,1
23310,1,245,4997.28,1,4,4,9,1,1
23311,1,348,6526.45,1,4,4,9,1,1
23312,1,215,5972.45,1,4,4,9,1,1
23313,1,403,15897.66,1,4,4,9,1,1
23314,1,119,5100.46,1,3,4,8,0,0
23315,1,87,2192.04,1,3,3,7,0,0
23316,1,111,2521.54,1,3,4,8,0,0
23317,1,82,1787.4099999999999,1,3,3,7,0,0
23318,1,383,9536.1,1,4,4,9,1,1
23319,1,409,9511.810000000001,1,4,4,9,1,1
23320,1,335,7109.7300000000005,1,4,4,9,1,1
23321,1,633,8537.619999999999,1,4,4,9,1,1
23322,1,572,9095.26,1,4,4,9,1,1
23323,1,297,3161.4800000000005,1,4,4,9,1,1
23324,4,46,883.5500000000001,3,2,3,8,0,0
23325,12,38,770.6399999999999,3,2,3,8,0,0
23326,1,76,2237.71,1,3,3,7,0,0
23327,4,43,1055.8600000000001,3,2,3,8,0,0
23328,1,410,13314.13,1,4,4,9,1,1
23329,1,234,3061.29,1,4,4,9,1,1
23330,1,217,2306.97,1,4,4,9,1,1
23331,1,109,1062.28,1,3,3,7,0,0
23332,1,288,3574.0599999999995,1,4,4,9,1,1
23333,2,234,2736.7,2,4,4,10,1,1
23334,1,130,1491.75,1,3,3,7,0,0
23335,1,98,817.82,1,3,3,7,0,0
23336,1,85,521.33,1,3,2,6,0,0
23337,1,69,388.75,1,3,2,6,0,0
23338,1,110,927.88,1,3,3,7,0,0
23339,1,76,405.0,1,3,2,6,0,0
23340,1,151,4053.8799999999997,1,3,4,8,0,0
23341,1,121,2749.85,1,3,4,8,0,0
23342,3,164,3201.91,2,3,4,9,1,1
23343,1,483,14484.63,1,4,4,9,1,1
23344,1,723,24302.71,1,4,4,9,1,1
23345,1,176,2900.0,1,4,4,9,1,1
23346,1,185,3124.84,1,4,4,9,1,1
23347,1,100,1119.8,1,3,3,7,0,0
23348,8,176,1689.39,3,4,3,10,1,1
23349,1,339,4385.1,1,4,4,9,1,1
23350,1,307,3486.33,1,4,4,9,1,1
23351,1,357,4985.53,1,4,4,9,1,1
23352,1,213,2477.95,1,4,4,9,1,1
23353,1,329,3537.4399999999996,1,4,4,9,1,1
23354,1,325,3481.6899999999996,1,4,4,9,1,1
23355,1,790,29260.15,1,4,4,9,1,1
23356,1,478,13548.52,1,4,4,9,1,1
23357,1,102,1993.6000000000001,1,3,3,7,0,0
23358,1,91,2138.07,1,3,3,7,0,0
23359,1,79,1872.31,1,3,3,7,0,0
23360,2,114,2296.15,2,3,3,8,0,0
23365,1,169,1464.38,1,4,3,8,0,0
23366,1,195,1670.55,1,4,3,8,0,0
23367,1,283,2506.15,1,4,4,9,1,1
23368,1,234,1685.4,1,4,3,8,0,0
23369,1,126,1581.06,1,3,3,7,0,0
23370,1,152,2159.1,1,3,3,7,0,0
23371,1,185,2313.53,1,4,4,9,1,1
23372,1,148,1772.79,1,3,3,7,0,0
23373,3,100,1313.3899999999999,2,3,3,8,0,0
23374,1,134,1975.9499999999998,1,3,3,7,0,0
23375,1,104,1109.7099999999998,1,3,3,7,0,0
23376,1,156,1398.95,1,3,3,7,0,0
23377,1,134,596.74,1,3,2,6,0,0
23378,1,176,1842.42,1,4,3,8,0,0
23379,1,76,465.36,1,3,2,6,0,0
23380,1,123,997.54,1,3,3,7,0,0
23381,1,80,567.9499999999999,1,3,2,6,0,0
23382,1,223,7419.93,1,4,4,9,1,1
23388,1,154,3448.69,1,3,4,8,0,0
23389,1,238,4788.84,1,4,4,9,1,1
23390,1,164,3046.34,1,3,4,8,0,0
23391,1,87,1632.3200000000002,1,3,3,7,0,0
23392,1,114,1535.3500000000001,1,3,3,7,0,0
23393,1,235,3309.16,1,4,4,9,1,1
23394,1,150,1888.9,1,3,3,7,0,0
23395,1,215,3332.08,1,4,4,9,1,1
23396,1,197,2795.5299999999997,1,4,4,9,1,1
23397,1,222,5157.35,1,4,4,9,1,1
23398,1,70,539.6,1,3,2,6,0,0
23399,1,225,1752.35,1,4,3,8,0,0
23400,2,108,2421.84,2,3,4,9,1,1
23401,1,86,2373.62,1,3,4,8,0,0
23402,2,68,1151.03,2,3,3,8,0,0
23403,1,137,2219.11,1,3,3,7,0,0
23404,1,183,4705.31,1,4,4,9,1,1
23405,1,71,1326.33,1,3,3,7,0,0
23406,3,113,2447.6600000000003,2,3,4,9,1,1
23407,1,137,2789.0299999999997,1,3,4,8,0,0
23408,3,62,673.9200000000001,2,2,2,6,0,0
23409,5,45,827.9300000000001,3,2,3,8,0,0
23410,14,19,298.25,3,2,2,7,0,0
23411,7,57,1123.5600000000002,3,2,3,8,0,0
23412,60,77,2369.8,4,3,4,11,1,1
23413,1,59,978.9100000000001,1,2,3,6,0,0
23414,9,65,1418.55,3,2,3,8,0,0
23415,1,48,420.42999999999995,1,2,2,5,0,0
23416,1,25,184.67999999999998,1,2,2,5,0,0
23417,1,27,157.5,1,2,2,5,0,0
23418,1,79,1168.08,1,3,3,7,0,0
23419,2,87,1047.88,2,3,3,8,0,0
23420,6,32,353.45,3,2,2,7,0,0
23421,6,33,353.36,3,2,2,7,0,0
23422,2,47,477.89,2,2,2,6,0,0
23423,2,69,895.65,2,3,3,8,0,0
23424,1,136,2534.37,1,3,4,8,0,0
23425,1,59,638.87,1,2,2,5,0,0
23426,1,207,3467.55,1,4,4,9,1,1
23427,2,116,2895.98,2,3,4,9,1,1
23428,1,34,692.21,1,2,2,5,0,0
23429,1,23,400.01,1,2,2,5,0,0
23430,1,18,301.88,1,2,2,5,0,0
23431,9,75,1188.6599999999999,3,3,3,9,1,1
23432,3,74,1090.02,2,3,3,8,0,0
23433,5,92,1147.59,3,3,3,9,1,1
23434,1,200,1899.97,1,4,3,8,0,0
